LABID,YEAR,SEROTYPE,MLST,PBP1a,PBP2b,PBP2x,PEN,AMO,MER,TAX,CFT,CFX
2008237882,2008,19A,695,8,0,11,MIC = 0.06,MIC = 0.06,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009201376,2008,10A,816,0,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009202815,2008,19A,320,13,11,127,MIC = 1,MIC = 2,MIC = 1,MIC = 0.25,MIC <= 0.5,MIC = 2
2009203268,2009,4,899,0,0,3,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009203274,2009,19F,"15,5,19,15,6,20,n",13,11,8,MIC = 2,MIC = 4,MIC = 1,MIC = 1,MIC = 1,MIC > 2
2009203511,2009,07F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009203513,2009,19A,320,13,14,16,MIC = 4,MIC = 8,MIC = 1,MIC = 2,MIC = 1,MIC > 2
2009205598,2009,13,574,11,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009205599,2009,19A,320,13,11,16,MIC = 4,MIC = 8,MIC = 1,MIC = 2,MIC = 2,MIC > 2
2009205600,2009,33F,100,2,0,6,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009206423,2009,19A,1451,13,28,37,MIC = 16,MIC > 8,MIC = NA,MIC = 16,MIC = 8,MIC > 2
2009206427,2009,07F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009206428,2009,3,180,2,3,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009206436,2009,19A,320,13,11,16,MIC = 4,MIC = 8,MIC = 1,MIC = 2,MIC = 2,MIC > 2
2009206439,2009,33F,100,2,0,6,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009206447,2009,35B,558,4,7,8,MIC = 2,MIC = 4,MIC = 0.5,MIC = 1,MIC = 1,MIC > 2
2009207275,2009,33F,2705,2,0,6,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009207277,2009,19A,320,13,11,26,MIC = 2,MIC = 4,MIC = 1,MIC = 4,MIC = 4,MIC > 2
2009208012,2009,09N,1257,1,4,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009208015,2009,07C,1797,2,4,6,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009208021,2009,19A,199,0,29,11,MIC = 0.06,MIC = 0.06,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009208544,2009,23B,1373,0,1,1,MIC = 0.06,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009208549,2009,19A,199,0,29,11,MIC = 0.06,MIC = 0.06,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009208555,2009,07F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009209134,2009,19A,156,29,12,26,MIC = 4,MIC = 2,MIC = 0.5,MIC = 8,MIC = 4,MIC > 2
2009209140,2009,33F,2705,2,0,6,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009209148,2009,19A,320,13,11,16,MIC = 8,MIC > 8,MIC = 1,MIC = 2,MIC = 2,MIC > 2
2009209280,2009,11A,62,2,6,38,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009209281,2009,10A,816,0,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009209482,2009,07F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009209487,2009,33F,2705,2,0,6,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009209868,2009,19A,1451,13,11,16,MIC = 4,MIC = 8,MIC = 1,MIC = 2,MIC = 2,MIC > 2
2009209909,2009,10A,816,0,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009209968,2009,19A,320,13,14,26,MIC = 8,MIC > 8,MIC = 1,MIC = 8,MIC = 4,MIC > 2
2009209970,2009,22F,433,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009210224,2009,33F,2705,2,0,6,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009210231,2009,07F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009210864,2009,19A,320,13,11,16,MIC = 4,MIC = 8,MIC = 1,MIC = 2,MIC = 2,MIC > 2
2009210875,2009,07F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009210878,2009,22F,433,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009210882,2009,33F,2705,2,0,6,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009210885,2009,19A,1451,13,11,16,MIC = 4,MIC = 8,MIC = 1,MIC = 2,MIC = 2,MIC > 2
2009210894,2009,19A,320,13,11,16,MIC = 4,MIC = 8,MIC = 1,MIC = 2,MIC = 2,MIC > 2
2009210907,2009,21,3689,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009210908,2009,19A,1339,27,30,8,MIC = 2,MIC = 2,MIC = 0.5,MIC = 1,MIC = 1,MIC > 2
2009210924,2009,22F,433,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009210929,2009,38,393,2,4,0,MIC <= 0.03,MIC = 0.06,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009210936,2009,19A,320,13,11,16,MIC = 4,MIC = 8,MIC = 1,MIC = 1,MIC = 1,MIC > 2
2009210937,2009,19A,667,0,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009210939,2009,22F,433,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009210956,2009,19A,1339,27,30,8,MIC = 2,MIC = 2,MIC = 0.5,MIC = 0.5,MIC = 1,MIC > 2
2009210961,2009,3,180,2,3,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009211070,2009,07F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009211080,2009,07F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009211089,2009,19A,695,8,0,11,MIC = 0.06,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009211095,2009,19A,320,13,11,16,MIC = 8,MIC = 8,MIC = NA,MIC = 2,MIC = 2,MIC > 2
2009211096,2009,17F,392,11,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009211097,2009,19A,320,13,14,26,MIC = 8,MIC = 8,MIC = 1,MIC = 8,MIC = 4,MIC > 2
2009211102,2009,07F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009211109,2009,19A,695,8,0,11,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009211112,2009,6C,1692,2,6,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009211113,2009,NT,1480,3,5,5,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009211125,2009,19A,695,8,0,11,MIC = 0.06,MIC = 0.06,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009211129,2009,19A,695,8,0,11,MIC = 0.12,MIC = 0.06,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009211142,2009,07F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009211232,2009,06C,1092,15,7,8,MIC = 2,MIC = 2,MIC = 0.5,MIC = 1,MIC <= 0.5,MIC > 2
2009211239,2009,15A,63,24,27,28,MIC = 0.25,MIC <= 0.03,MIC <= 0.06,MIC = 0.25,MIC <= 0.5,MIC <= 0.5
2009211240,2009,06C,1292,19,31,8,MIC = 1,MIC = 1,MIC = 0.25,MIC = 0.5,MIC <= 0.5,MIC = 2
2009211242,2009,16F,995,9,4,3,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009211244,2009,3,180,2,3,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009211245,2009,19A,10150,17,1,22,MIC = 1,MIC = 0.06,MIC <= 0.06,MIC = 0.25,MIC <= 0.5,MIC <= 0.5
2009211246,2009,07F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009211248,2009,19A,199,0,29,11,MIC = 0.06,MIC = 0.06,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009211258,2009,19A,230,17,15,22,MIC = 0.5,MIC = 0.06,MIC = 0.12,MIC = 0.12,MIC <= 0.5,MIC <= 0.5
2009211267,2009,22F,433,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009211285,2009,19A,2514,13,11,16,MIC = 8,MIC = 8,MIC = 1,MIC = 2,MIC = 2,MIC > 2
2009211298,2009,19A,320,13,11,16,MIC = 4,MIC = 8,MIC = 1,MIC = 2,MIC = 1,MIC > 2
2009211299,2009,19A,320,13,11,16,MIC = 4,MIC = 8,MIC = 1,MIC = 1,MIC = 1,MIC > 2
2009211518,2009,19A,320,13,11,16,MIC = 4,MIC = 8,MIC = 1,MIC = 2,MIC = 2,MIC > 2
2009211964,2009,07F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009211969,2009,3,180,2,3,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009212151,2009,19A,320,13,11,16,MIC = 4,MIC = 8,MIC = 1,MIC = 2,MIC = 1,MIC > 2
2009212155,2009,19A,199,0,29,11,MIC = 0.12,MIC = 0.12,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009212157,2009,19A,320,13,11,16,MIC = 4,MIC = 8,MIC = 1,MIC = 2,MIC = 2,MIC > 2
2009212611,2009,09N,"n,8,2,n,6,75,1",1,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009212646,2009,07F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009212648,2009,19A,292,30,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009212654,2009,07F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009212662,2009,07F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009212704,2009,19A,199,8,29,8,MIC = 0.25,MIC = 0.12,MIC <= 0.06,MIC = 0.25,MIC <= 0.5,MIC = 1
2009212708,2009,3,180,2,3,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009212726,2009,07F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009212727,2009,07F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009212730,2009,07F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009212732,2009,22F,433,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009212737,2009,19A,695,8,0,11,MIC = 0.06,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009212746,2009,07F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009212749,2009,07F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009212753,2009,07F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009212769,2009,07F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009212770,2009,19A,199,32,29,11,MIC = 0.12,MIC = 0.06,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009212786,2009,3,180,2,3,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009212796,2009,19A,320,13,11,16,MIC = 4,MIC = 8,MIC = 1,MIC = 2,MIC = 1,MIC > 2
2009212799,2009,19A,7915,13,11,16,MIC = 4,MIC = 8,MIC = 1,MIC = 2,MIC = 1,MIC > 2
2009212800,2009,19A,320,13,11,16,MIC = 4,MIC = 8,MIC = 1,MIC = 2,MIC = 2,MIC > 2
2009212801,2009,35B,452,0,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009212813,2009,7F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009212842,2009,22F,433,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009212847,2009,3,180,2,3,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009212848,2009,22F,433,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009212859,2009,07F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009212862,2009,33F,60,2,4,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009212866,2009,23A,438,2,0,6,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009212993,2003,19F,654,2,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
2009213970,2009,19A,320,13,11,16,MIC = 4,MIC = 8,MIC = 1,MIC = 2,MIC = 2,MIC > 2
2009213981,2009,19A,66,0,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009213982,2009,16F,1840,0,10,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009213993,2009,33F,1367,2,0,39,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009213998,2009,19A,320,13,11,16,MIC = 4,MIC = 8,MIC = 1,MIC = 2,MIC = 2,MIC > 2
2009214002,2009,22F,433,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009214014,2009,15C,162,1,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009214030,2009,19A,320,13,11,16,MIC = 4,MIC = 8,MIC = 1,MIC = 2,MIC = 2,MIC > 2
2009214041,2009,19A,1451,13,11,16,MIC = 4,MIC = 8,MIC = 1,MIC = 2,MIC = 2,MIC > 2
2009214044,2009,15A,63,24,27,28,MIC = 0.25,MIC <= 0.03,MIC <= 0.06,MIC = 0.12,MIC <= 0.5,MIC <= 0.5
2009214049,2009,19A,199,8,29,11,MIC = 0.12,MIC = 0.12,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009214056,2009,19A,199,0,29,11,MIC = 0.06,MIC = 0.06,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009214077,2009,22F,433,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009214084,2009,19A,320,13,11,16,MIC = 4,MIC = 8,MIC = 1,MIC = 2,MIC = 2,MIC > 2
2009214092,2009,19A,1451,13,11,16,MIC = 4,MIC = 8,MIC = 1,MIC = 1,MIC = 1,MIC > 2
2009214096,2009,11A,62,2,6,10,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009214100,2009,22F,9456,1,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009214102,2009,17F,392,11,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009214110,2009,19A,199,0,29,11,MIC = 0.06,MIC = 0.06,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009214111,2009,07F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009214113,2009,19A,230,17,15,22,MIC = 0.5,MIC = 0.12,MIC = 0.12,MIC = 0.12,MIC <= 0.5,MIC <= 0.5
2009214119,2009,19A,667,0,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009214138,2009,19A,9356,13,11,16,MIC = 4,MIC = 8,MIC = 1,MIC = 1,MIC = 1,MIC > 2
2009214150,2009,8,1268,3,5,5,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009214152,2009,17F,392,11,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009214158,2009,14,"7,31,10,18,6,180,1",31,12,18,MIC = 4,MIC = 4,MIC = 0.5,MIC = 2,MIC = 2,MIC > 2
2009214177,2009,06C,473,1,4,21,MIC = 0.06,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009214180,2009,07F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009214185,2009,19F,271,13,14,20,MIC = 4,MIC = 8,MIC = 1,MIC = 1,MIC = 1,MIC > 2
2009214410,2009,33F,2705,2,0,6,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009214547,2009,07F,191,2,0,2,MIC = 0.12,MIC = 0.06,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009214582,2002,14,782,24,53,77,MIC = 0.12,MIC = 0.12,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
2009215139,2009,33F,2705,2,0,6,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009215603,2009,4,695,0,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009215605,2009,19A,199,0,29,11,MIC = 0.12,MIC = 0.06,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009215608,2009,23A,42,2,0,6,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009215629,2009,06C,5501,1,4,21,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009215630,2009,19A,166,15,12,7,MIC = 4,MIC = 2,MIC = 1,MIC = 2,MIC = 1,MIC > 2
2009215635,2009,3,180,2,3,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009215639,2009,07F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009215656,2009,07F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009215658,2009,07C,3162,2,0,3,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009215659,2009,19A,199,0,29,11,MIC = 0.12,MIC = 0.06,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009215660,2009,12F,218,0,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009215663,2009,8,1480,3,5,5,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009215670,2009,33F,100,2,0,6,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009215685,2009,3,180,2,3,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009215690,2009,33F,100,2,0,6,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009215693,2009,19A,320,13,11,16,MIC = 4,MIC = 4,MIC = 1,MIC = 1,MIC = 1,MIC > 2
2009215701,2009,19A,199,0,29,11,MIC = 0.12,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009215714,2009,07F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009215718,2009,22F,7314,1,2,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009215728,2009,07F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009215743,2009,33F,2705,2,0,6,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009215771,2009,19A,320,13,11,16,MIC = 4,MIC = 4,MIC = 1,MIC = 2,MIC = 2,MIC > 2
2009215785,2009,19A,320,13,11,16,MIC = 4,MIC = 8,MIC = NA,MIC = 2,MIC = 1,MIC > 2
2009215790,2009,07F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009215804,2009,15B,3280,7,8,9,MIC = 0.5,MIC = 0.25,MIC = 0.25,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009215816,2009,07F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009215833,2009,19A,2346,15,12,18,MIC = 4,MIC = 2,MIC = 1,MIC = 2,MIC = 2,MIC > 2
2009215846,2009,17F,392,11,0,0,MIC = 0.12,MIC = 0.06,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009215863,2009,12F,3776,23,4,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009215864,2009,19A,320,13,11,16,MIC = 4,MIC = 4,MIC = 1,MIC = 2,MIC = 1,MIC > 2
2009215873,2009,07F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009215888,2009,09N,66,1,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009215889,2009,09N,4666,23,0,0,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009215893,2009,07F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009215894,2009,19A,320,13,11,16,MIC = 8,MIC = 8,MIC = 1,MIC = 2,MIC = 1,MIC > 2
2009215906,2009,19A,1451,13,11,16,MIC = 8,MIC = 8,MIC = NA,MIC = 2,MIC = 2,MIC > 2
2009215909,2009,19A,199,0,20,11,MIC = 0.12,MIC = 0.06,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009216160,2009,07F,191,2,0,2,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009216461,2009,19A,667,0,0,0,MIC = 0.06,MIC = 0.06,MIC <= 0.06,MIC <= 0.06,MIC <= 0.5,MIC <= 0.5
2009216540,2001,23F,439,12,0,3,MIC <= 0.03,MIC <= 0.03,MIC <= 0.06,MIC <= 0.06,MIC = NA,MIC <= 0.5
